Product Name,Current Price,Original Price,Image URL,Stock,item_id
"MENFOOTGEAR Gavi Sepatu Pantofel Pria Original Sepatu Kerja Formal Cowok Docmart Hitam - BLACK, 40",Rp145.000,Rp258.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/ac980c54f54244269b538215e4b2ee20~.jpeg.webp?ect=4g,62,31
"Carvil Sandal Gunung Flat Pria Argapura - GM - BROWN BEIGE, 39",Rp101.000,Rp169.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/c464883e34234801ac5457a4c59b64ce~.jpeg.webp?ect=4g,67,32
SANDAL SWALLOW X DWSKELLINGTON DOODLE BLACK - HITAM - 38,Rp68.000,-,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/13/95e7866a-0c2c-4459-b1f6-c40e45882479.jpg.webp?ect=4g,25,33
"EIGER KINKAJOU ROLL STRAP 2.0 SANDALS - Black, 38",Rp260.100,Rp289.000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/3/e559f705-ea1d-4e94-82ee-ff164a704570.jpg.webp?ect=4g,Sisa 8,34
Hijack Sandals - Alto Pickle - 36,Rp424.150,Rp499.000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/b9012472a22342849052348b3a2c97e5~.jpeg.webp?ect=4g,28,35
"E Label - Sandal Monster Polo |  Sandal Slop Pria Sandal Sepatu Pria Sandal Clog Karet - Hitam, 39",Rp64.000,Rp199.999,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/20ddf9a8c0e44016a33a1e2164331f20~.jpeg.webp?ect=4g,11,36
Aerostreet 39-44 Reno Hitam Army - Sandal Selop BAAAA - 39,Rp79.900,Rp159.800,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/24a9b5c19ab2477ab0e173373125fcdf~.jpeg.webp?ect=4g,78,37
"Sepatu SlipOn Karet Pria Warna Doreng Loreng Att AMS 663 Anti Air - HijauTua, 41",Rp35.900,-,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/30d0b135458443249455fcdd242d7514~.jpeg.webp?ect=4g,Sisa 1,38
"Sepatu Karet Pria ATT Slip On - ATT SBP 3359 / SSM 674 - SBP 3359 BIRU TUA, 41",Rp34.800,Rp63.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/2736825e387f450eafaf2a01e050c0f5~.jpeg.webp?ect=4g,15,39
Aerostreet 39-44 Reno Hitam Army - Sandal Selop BAAAA - 39,Rp79.900,Rp159.800,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/24a9b5c19ab2477ab0e173373125fcdf~.jpeg.webp?ect=4g,78,40
"Sepatu SlipOn Karet Pria Warna Doreng Loreng Att AMS 663 Anti Air - HijauTua, 41",Rp35.900,-,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/30d0b135458443249455fcdd242d7514~.jpeg.webp?ect=4g,Sisa 1,41
"UNERD PERFORMANCE | SOMBRA  | Sepatu Running Lari Olahraga - Dynamic Blue , 38",Rp399.000,Rp758.000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/d704476197ca4762b0929828ed659b0f~.jpeg.webp?ect=4g,34,42
"Ortuseight Sepatu Sneakers Hyperblast Encore SL Dark Coal - Dark Coal, 37",Rp539.100,Rp599.000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/8b8e32a29b114927b82266a09a940fc9~.jpeg.webp?ect=4g,Sisa 2,43
Sepatu Kodachi [34-45] / Sneakers Pria Wanita Capung / 8111 OG France - 34,Rp125.000,-,https://images.tokopedia.net/img/cache/500-square/product-1/2020/8/6/103465438/103465438_77914721-5456-46a9-9a63-4ae766b386cc_800_800.webp?ect=4g,Sisa 6,44
BRODO - Ace Nova Full Black - 36,Rp499.000,Rp659.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/57c4639e548d492b8a8be1605cf82c0c~.jpeg.webp?ect=4g,16,45
Sepatu Compass Tribune White Blue - 36,Rp568.000,-,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/188b3ba3570d445584d67b7e47a72a79~.jpeg.webp?ect=4g,14,46
Sepatu Compass Tribune White Green - 40,Rp598.000,-,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/c69b589661064f68ba3a8f1836a01019~.jpeg.webp?ect=4g,Sisa 1,47
"Ortuseight Sepatu Sneakers Berlin Beige - Beige, 39",Rp539.100,Rp599.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/8abcf712ce394dabac970ac6d971a8d7~.jpeg.webp?ect=4g,Sisa 3,48
BRODO - Running Shoes Active Krakatau Marine Blue - 41,Rp509.000,Rp665.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/7ee89243d4f74d3a978b4026ffd009c5~.jpeg.webp?ect=4g,29,49
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading - 33,Rp203.830,Rp239.800,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/927b98433eee4be89f0be9300ac6c7e5~.jpeg.webp?ect=4g,31,50
Adidas Samba OG White Gum (100% Authentic) - 40,Rp1.999.000,-,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/1/16/41b90de4-9b5d-4afa-b500-b21db897b366.jpg.webp?ect=4g,Sisa 9,51
"Ventela Ethnic Low Black Natural Original Casual Shoes - 33, Ethnic bn low",Rp195.330,Rp229.800,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/b22c70d915c54799b27f9c876649291c~.jpeg.webp?ect=4g,29,52
"EIGER CLIFTON SHOES - Black, 40",Rp454.300,Rp649.000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/23/00111fae-992e-4f08-88bb-4c6f9bc89c43.jpg.webp?ect=4g,16,53
Aerostreet 37-44 Massive Low 2.0 Hitam Natural - Sepatu Sneakers Casual - 37,Rp186.102,Rp379.800,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/d9ab6ea7751b42e6b36507d245262deb~.jpeg.webp?ect=4g,223,54
"UNERD | 219 V2 | Sepatu Sneakers Pria Wanita - Wave Black, 38",Rp379.000,Rp758.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/c046524c689e4246bcd93ae398d18488~.jpeg.webp?ect=4g,109,55
Sepatu Compass Retrograde Low Black White - 35,Rp538.000,-,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/3b0196f55d804ca58b7ffe9b250b9693~.jpeg.webp?ect=4g,19,56
BRODO - Sneakers Ace Tennis Ivory Black - 41,Rp495.000,Rp659.000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/a97954bad6a6468fbbd8120fc0521db2~.jpeg.webp?ect=4g,Sisa 5,57
Vans Authentic Black White Classic - 41,Rp550.000,-,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/10/d700fb28-42d5-4f3f-b2bf-030603abe574.jpg.webp?ect=4g,Sisa 3,58
Sepatu Sneakers CONVERSE Chuck Taylor All Star Canvas Hi Black Origina - 3.5,Rp399.600,Rp849.000,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/10/11/79ece1b5-96b1-4b71-904f-1d7cb72832dc.png.webp?ect=4g,Sisa 2,59
"SANDAL SLIDES SWIM ADIDAS ADICANE WHITE GREY - Hitam, 40",Rp79.999,-,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/10/26/a3087c7c-1205-41f7-a649-f7883ad0e8e3.jpg.webp?ect=4g,"13,8 rb",60
SEPATU SNEAKER NIKE AIR RIFT BLACK WHITE ORGINAL - EUR 36,Rp729.000,Rp1.099.000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/12/22/2cde0c41-6eea-4aee-97e0-ff5a9317ad98.jpg.webp?ect=4g,42,61
SEPATU SNEAKER NIKE AIR MAX 97 ALL WHITE ORIGINAL - EUR 37.5,Rp1.098.000,Rp1.329.000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/12/22/0bccd1ff-94a5-4498-ad61-5dde70601392.jpg.webp?ect=4g,24,62
Tali sepatu FLAT untuk SNEAKER / TALI SEPATU VARIASI WARNA ADIDAS NIKE - Putih,Rp9.900,-,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/4/11/44383130-6378-45ab-a392-20338069e89b.png.webp?ect=4g,378,63
Sepatu Kodachi 8111 White Original - 36,Rp115.000,-,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/9/8/ec67e48e-569a-4855-b28b-040061c21389.jpg.webp?ect=4g,16,64
