Product Name,Current Price,Original Price,Image URL,Stock,item_id,discount
"UNERD WOMEN | SWIFT MOVE | Sepatu Running Wanita - Frosty Mint, 37",339000,678000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/6cfecfc549314bee8bea913a48203154~.jpeg.webp?ect=4g,0,22,50.0
"Buenor - Sandal Wanita Wedges Elegan Polos Karet - KHAKI, 36/37",49875,125900,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/2f5bcadc5a2c448fb51c445719b8e70b~.jpeg.webp?ect=4g,3446,23,60.39
"Comanier Sandal Kodok Dewasa Wanita Classic Bae Clog Sepatu Sendal Baim Wedges Platform EVA Square Toe - Hitam, 24-25",35899,0,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/23f420e92f024fe9bda14a9349bcac6d~.jpeg.webp?ect=4g,538,24,0.0
Aerostreet 40-43 Active Low Hitam Army Kuning - Sepatu Sneaker Boots - 40,264502,0,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/8322717612f343329f5de1f720685c90~.jpeg.webp?ect=4g,140,25,0.0
"Warka SYON - Sepatu Pria Formal Sneakers Original Muda Kekinian Tali Hitam Bisnis Shoes Karet Casual Pantofel - Hitam, 39",161200,276276,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/fd701fb10e83464d99b7cc455ec52c15~.jpeg.webp?ect=4g,1543,26,41.65
"Moofeat Leyster - Sepatu Penny Loafers Pria Wanita Full Black - Spanish Red, 37",165000,350000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/7/22/b07f1458-7069-4124-ae75-b24aa7da7dd8.jpg.webp?ect=4g,3,27,52.86
"[ ORIGINAL ] YONGKI KOMALADI OL-EHR-12 HITAM Shoes - Hitam, 39",169000,799000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/62e4b1db76c34bb09fd451cf2c442ebb~.jpeg.webp?ect=4g,9,28,78.85
"Sepatu Capung Dragonfly Ori Falcon Putih Sepatu Pria Murah + K Kaki - Putih / K kaki, 38",119900,139900,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/12/b3bcccd6-8099-48fa-9f5d-aa0a66144c7d.jpg.webp?ect=4g,1,29,14.3
"Yongki Komaladi - OL-EUS-1502 - Hitam Shoes Pria Kerja Pantofel - Hitam, 40",179000,599000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/be399cc823264dfba9568933c43daf60~.jpeg.webp?ect=4g,39,30,70.12
"MENFOOTGEAR Gavi Sepatu Pantofel Pria Original Sepatu Kerja Formal Cowok Docmart Hitam - BLACK, 40",145000,258000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/ac980c54f54244269b538215e4b2ee20~.jpeg.webp?ect=4g,62,31,43.8
"Carvil Sandal Gunung Flat Pria Argapura - GM - BROWN BEIGE, 39",101000,169000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/c464883e34234801ac5457a4c59b64ce~.jpeg.webp?ect=4g,67,32,40.24
SANDAL SWALLOW X DWSKELLINGTON DOODLE BLACK - HITAM - 38,68000,0,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/13/95e7866a-0c2c-4459-b1f6-c40e45882479.jpg.webp?ect=4g,25,33,0.0
"EIGER KINKAJOU ROLL STRAP 2.0 SANDALS - Black, 38",260100,289000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/3/e559f705-ea1d-4e94-82ee-ff164a704570.jpg.webp?ect=4g,8,34,10.0
Hijack Sandals - Alto Pickle - 36,424150,499000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/b9012472a22342849052348b3a2c97e5~.jpeg.webp?ect=4g,28,35,15.0
"E Label - Sandal Monster Polo |  Sandal Slop Pria Sandal Sepatu Pria Sandal Clog Karet - Hitam, 39",64000,199999,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/20ddf9a8c0e44016a33a1e2164331f20~.jpeg.webp?ect=4g,11,36,68.0
Aerostreet 39-44 Reno Hitam Army - Sandal Selop BAAAA - 39,79900,159800,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/24a9b5c19ab2477ab0e173373125fcdf~.jpeg.webp?ect=4g,78,37,50.0
"Sepatu SlipOn Karet Pria Warna Doreng Loreng Att AMS 663 Anti Air - HijauTua, 41",35900,0,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/30d0b135458443249455fcdd242d7514~.jpeg.webp?ect=4g,1,38,0.0
"Sepatu Karet Pria ATT Slip On - ATT SBP 3359 / SSM 674 - SBP 3359 BIRU TUA, 41",34800,63000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/2736825e387f450eafaf2a01e050c0f5~.jpeg.webp?ect=4g,15,39,44.76
Aerostreet 39-44 Reno Hitam Army - Sandal Selop BAAAA - 39,79900,159800,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/24a9b5c19ab2477ab0e173373125fcdf~.jpeg.webp?ect=4g,78,40,50.0
"Sepatu SlipOn Karet Pria Warna Doreng Loreng Att AMS 663 Anti Air - HijauTua, 41",35900,0,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/30d0b135458443249455fcdd242d7514~.jpeg.webp?ect=4g,1,41,0.0
"UNERD PERFORMANCE | SOMBRA  | Sepatu Running Lari Olahraga - Dynamic Blue , 38",399000,758000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/d704476197ca4762b0929828ed659b0f~.jpeg.webp?ect=4g,34,42,47.36
"Ortuseight Sepatu Sneakers Hyperblast Encore SL Dark Coal - Dark Coal, 37",539100,599000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/8b8e32a29b114927b82266a09a940fc9~.jpeg.webp?ect=4g,2,43,10.0
Sepatu Kodachi [34-45] / Sneakers Pria Wanita Capung / 8111 OG France - 34,125000,0,https://images.tokopedia.net/img/cache/500-square/product-1/2020/8/6/103465438/103465438_77914721-5456-46a9-9a63-4ae766b386cc_800_800.webp?ect=4g,6,44,0.0
BRODO - Ace Nova Full Black - 36,499000,659000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/57c4639e548d492b8a8be1605cf82c0c~.jpeg.webp?ect=4g,16,45,24.28
