Product Name,Current Price,Original Price,Image URL,Stock,item_id
Picalela Ikat Pinggang Wanita Kulit Asli / Women Fashion Belt - Hitam,Rp39.000,Rp52.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/17ac2d2c38fb481bbb5e5ccd6de6d97b~.jpeg.webp?ect=4g,17,64
"VENDI - Belt Wanita Ikat Pinggang Fashion Sabuk Casual Bahan PU Korea ""Note"" Black - BROWN",Rp33.000,Rp37.500,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/9c5358e9b87a4648805ce573a1f90a45~.jpeg.webp?ect=4g,398,65
Reckblud - Topi Bisbol Polos Baseball Simpel Hitam Unisex - Hitam,Rp28.800,Rp120.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/cb4fe26fc00c4017bed6fed835a31be7~.jpeg.webp?ect=4g,9.015,66
Bitzen Topi Wanita  Lipat Anti UV Matahari Bucket Hat Pantai Topi Topi Olahraga Wanita - Hitam,Rp44.999,Rp95.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/68caf2eec2684e77a24ef92e457c2307~.jpeg.webp?ect=4g,116,67
TOPI PANTAI ANTI UV ZIPPER BERTEPI LEBAR DGN SIMPUL PITA KUPU-KUPU - Biru Muda,Rp65.000,-,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/b681eb115b4a46b48482488a76f95afb~.jpeg.webp?ect=4g,18,68
Yarra Topi Pantai Outfit Korea Bucket Visor Anti Sinar Uv Matahari Aksesoris Hat Fashion Abu  Hitam Pengait Tali Sporty Ptaa - BIRU - TANPA KAIT MASKER,Rp28.400,Rp71.500,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/250255f570fa4d0f8d07cfcef72ed220~.jpeg.webp?ect=4g,2.097,69
BITZEN Topi Visor Lipat Fashion Pelindung Matahari - Hitam,Rp43.000,Rp95.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/46fdd109c86e4a90b0bae21a813951de~.jpeg.webp?ect=4g,170,70
Topi nagita slavina haji topi haji wanita topi pelindung matahari wanita topi lebar pelindung panas topi korean style Hat Women - PH011-Khaki,Rp90.896,Rp184.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/364124d174f04fe5b6c0696b8a2e2b65~.jpeg.webp?ect=4g,701,71
Topi Sunvisor Casual Pelindung Sinar Matahari Topi Fashion Casual - Hitam,Rp19.999,-,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/dbbf5313a194461c9a8cd8ad39e5d8f4~.jpeg.webp?ect=4g,25,72
TOPI FASHION WANITA TOPI ANTI UV TOPI PANTAI TOPI PITA MODIS Biru Coklat - Hitam,Rp67.500,-,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/5b1bf12e17524a0d87a72d51ef7ddf8c~.jpeg.webp?ect=4g,97,73
