Product Name,Current Price,Original Price,Image URL,Stock,item_id
"Loco Polo Cartiera Scuba 280 GSM Oversize Polo Shirt Pria / Kaos Kerah Lengan Pendek - Jet Black, S",Rp109.900,Rp199.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/b527a0bd1fb2424a88d50384b36bf41b~.jpeg.webp?ect=4g,62,1
"Loco Polo Cartiera Scuba 280 GSM Oversize Polo Shirt Pria / Kaos Kerah Lengan Pendek - Jet Black, S",Rp109.900,Rp199.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/b527a0bd1fb2424a88d50384b36bf41b~.jpeg.webp?ect=4g,62,2
"BlueButton Polo Shirt Pria Dusty Rose - White, M",Rp154.000,Rp369.000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/12/23/5775cb7e-dd83-4983-9c8a-2a7ae878ff57.jpg.webp?ect=4g,Sisa 7,3
"BlueButton Polo Shirt Mineral Blue - Toffe, M",Rp154.000,Rp369.000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/5/8/1b4f7c34-aafd-4a7d-a743-faa8e01a4b42.jpg.webp?ect=4g,78,4
"KAOS POLO SHIRT RACING REDBULL CASTORE TEAM F1 GRADE ORIGINAL PREMIUM - KAOS REDBULL N, M",Rp135.000,-,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/1/24/830832a7-d42b-4321-ab07-2f360f6626ff.jpg.webp?ect=4g,94,5
"Crocodile CRCOLE 4 - Kaos Polo Pria Original - Katun - Black, S",Rp309.000,Rp609.000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/7/29/7b4f7c01-c57c-4301-bf63-177f387940ae.jpg.webp?ect=4g,Sisa 7,6
"Boxy Piped Polo Long Sleeve - Polo Lengan Panjang Boxy Berlis Abyad Apparel Pro Project - Black, S",Rp167.200,Rp209.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/e3425b8ec822496c8bad0ed9e9e4777a~.jpeg.webp?ect=4g,75,7
"Polo Shirt Black Human Greatness - BLACK, L",Rp155.000,Rp235.000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/989f52c9602543d98e575a54f3bc76ab~.jpeg.webp?ect=4g,212,8
"Isla for Men Jovie Waffle Polo Shirt  - Atasan Pria Lengan Pendek - Baju Kaos Polo Kancing Kerah - WHITE, XS",Rp99.900,Rp249.000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/859614865ca34b26b1f43bae57dc62fe~.jpeg.webp?ect=4g,43,9
"Reckblud - Polo Tshirt Kerah Polos Original Unisex Hitam - Hitam, M",Rp56.400,Rp120.000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/6a8f633c2c554a9fae3e2db508b98841~.jpeg.webp?ect=4g,9.970,10
"OOTDSUPPLY Oversize Rugby Polo shirt Infinite 96 Green-Mocca | Kaos Polo Pria dan Wanita OVZ-PSRGM021 - Green-Mocca, S",Rp104.750,-,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/c2ac796980b14e65bb5985b5acd3859a~.jpeg.webp?ect=4g,25,11
"Rizgo - Polo Shirt polos Navy Blue Terkeren T-Shirt Baju Santai Baju Kerja Unisex Kaos Katun - Abu Misty, M",Rp52.700,-,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/09c35b67013e43cdba6fae1166b2749a~.jpeg.webp?ect=4g,1.483,12
"Kaos polo shirt polos | atasan baju kaos seragam kerah pria dan wanita - Kuning, M",Rp31.800,-,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/18/502f648d-c1b9-4c7f-a99b-002e15769088.jpg.webp?ect=4g,824,13
